,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,target_actual,fp
1398,1398,CHEMBL207687,3.42,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(=O)N,1,1,[0 1 0 ... 0 0 0]
1562,1562,CHEMBL1916539,1.31,COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,1,1,[0 0 0 ... 0 0 0]
1975,1975,CHEMBL1209586,3.12,FC(F)(F)c1cccc(c1)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,1,1,[0 1 1 ... 0 0 0]
3290,3290,CHEMBL184817,0.6,OC(=O)CCn1c2ccccc2c3ccccc13,1,1,[0 0 0 ... 0 0 0]
2633,2633,CHEMBL1221607,0.91,NC1=NC(Nc2cccc(F)c12)c3cccs3,1,1,[0 0 0 ... 0 0 0]
419,419,CHEMBL115022,2.41,CC(=O)Nc1ccc2nc(cc(O)c2c1)c3cccc(F)c3,1,1,[0 0 0 ... 0 0 0]
738,738,CHEMBL2163349,1.5,CS(=O)(=O)c1ccc2c3CN(CCc3[nH]c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,1,[0 1 1 ... 0 0 0]
1879,1879,CHEMBL274056,1.91,Oc1ccc(O)c2C(=O)C=CC(=O)c12,1,1,[0 0 0 ... 0 0 0]
1389,1389,CHEMBL1288718,3.71,N#CCc1c[nH]c2ccc(OCc3ccccc3)cc12,1,1,[0 0 0 ... 0 0 0]
1438,1438,CHEMBL1224216,2.1,NC(=O)c1ccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c(F)c1,1,1,[0 0 0 ... 0 0 0]
3277,3277,CHEMBL2144380,3.16,COc1ccc(cc1OC)c2csc(NC(=O)c3c(C)onc3C)n2,1,1,[0 0 0 ... 0 0 0]
3570,3570,CHEMBL279250,1.79,CNS(=O)(=O)NC1=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccccc2,1,1,[0 1 0 ... 0 0 0]
497,497,CHEMBL1824832,2.94,CCOc1ccc(Oc2ccc(cc2)S(=O)(=O)NC(=O)c3cccc(c3)c4ccc(Cl)c(Cl)c4)cc1,1,1,[0 0 0 ... 0 0 0]
3588,3588,CHEMBL360106,4.1,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)[N+](=O)[O-],1,1,[0 1 0 ... 0 0 0]
2750,2750,CHEMBL385049,1.96,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)ncnc2cc1OCCCN5CCC[C@@H]5CO,1,1,[0 0 0 ... 0 0 0]
375,375,CHEMBL301265,3.15,CCCN[C@H]1CCc2nc(N)sc2C1,1,1,[0 0 0 ... 0 0 0]
975,975,CHEMBL218713,3.6,Cc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1,1,1,[0 0 0 ... 0 0 0]
1209,1209,CHEMBL8145,2.46,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,1,1,[0 0 0 ... 0 0 0]
3829,3829,CHEMBL1934266,0.92,CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c2ccc(C)cc2,1,1,[0 1 0 ... 0 0 0]
404,404,CHEMBL258175,1.68,CC(C)N1CCN(Cc2cnc(c(Cl)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1,1,1,[0 1 0 ... 0 0 0]
2467,2467,CHEMBL1288009,1.82,COc1ccc(cc1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2,1,1,[0 0 0 ... 0 0 0]
1425,1425,CHEMBL2147475,-0.04,COc1cc(ccc1OC[C@H](OP(=O)(O)O)C2CC2)N3C=Nc4cc(sc4C3=O)c5ccc(Cl)cc5,1,1,[0 1 0 ... 0 0 0]
3681,3681,CHEMBL2069929,1.2,C1CN2CCC1C(C2)c3oc(nn3)c4oc(cc4)c5cccnc5,1,1,[0 0 0 ... 0 0 0]
93,93,CHEMBL15245,1.65,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,1,1,[0 0 0 ... 0 0 1]
3513,3513,CHEMBL2031241,2.56,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(ccc4C)C(=O)Nc5nccs5,1,1,[0 0 0 ... 0 0 0]
3204,3204,CHEMBL12315,1.6,c1ccc2cnccc2c1,1,1,[0 0 0 ... 0 0 0]
1769,1769,CHEMBL56261,1.58,CC(C)CCCC(C)\N=C\1/C=CN(Cc2ccccc2)c3cc(Cl)ccc13,1,1,[0 1 0 ... 0 0 0]
2221,2221,CHEMBL2182002,2.6,CN1CCN(CC1)S(=O)(=O)c2ccc(c(C)c2)c3cnc(N)c(n3)C(=O)Nc4cccnc4,1,1,[0 0 0 ... 0 0 0]
2738,2738,CHEMBL1386638,3.69,Cc1cc(NCc2ccccc2)nc3ccccc13,1,1,[0 0 0 ... 0 0 0]
1849,1849,CHEMBL2179278,1.12,CC1=CN([C@H]2CCCN(C2)[C@@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,1,1,[0 1 0 ... 0 0 0]
827,827,CHEMBL1241590,0.44,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,1,1,[0 1 0 ... 0 0 0]
428,428,CHEMBL588,0.87,Oc1ccc(cc1)C2CNCCc3c(Cl)c(O)c(O)cc23,1,1,[0 0 0 ... 0 0 0]
1889,1889,CHEMBL646,2.34,Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,1,1,[0 0 0 ... 0 0 0]
3739,3739,CHEMBL335550,3.88,[O-][N+](=O)c1cccc(c1)c2ccc(OCC(CCc3ccncc3)N4C(=O)CCC4=O)cc2,1,1,[0 1 0 ... 0 0 0]
3187,3187,CHEMBL2048868,1.27,COc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3,1,1,[0 0 0 ... 0 0 0]
4030,4030,CHEMBL1951075,-1.02,COc1cc(OC)c(cc1NC(=O)NCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,0,0,[0 0 0 ... 0 0 0]
2766,2766,CHEMBL2325702,2.0,Cn1ccc2c(cccc12)c3nc(CS(=O)(=O)C)cc(n3)N4CCOCC4,1,1,[0 0 0 ... 0 0 0]
282,282,CHEMBL1682822,3.0,O=C1CCOc2nc(ccc12)C#CC3CCCC3,1,1,[0 0 1 ... 0 0 0]
2899,2899,CHEMBL402208,1.18,Cc1cc(CN2CCC2)cnc1c3ccc(cc3)C(=O)Nc4ccccc4N,1,1,[0 0 0 ... 0 0 0]
3168,3168,CHEMBL218490,0.27,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(=O)(=O)N,1,1,[0 0 0 ... 0 0 0]
343,343,CHEMBL1084762,2.53,OC(=O)C[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,1,1,[0 0 0 ... 0 0 0]
2683,2683,CHEMBL460102,2.16,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)N4CC[C@@H](C4)N(C)C)ncc2F,1,1,[0 1 0 ... 0 0 0]
2786,2786,CHEMBL2346970,3.5,OC1(CCN(CC1)c2ccc3nnc(n3n2)C(F)(F)F)c4ccc(F)cc4,1,1,[0 0 0 ... 0 0 0]
2547,2547,CHEMBL1824369,2.34,Oc1cccc(NC(=O)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4C#N)c1,1,1,[0 0 0 ... 0 0 0]
3146,3146,CHEMBL1778637,-0.52,CS(=O)(=O)c1ccc(c(Cl)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F,0,0,[0 0 0 ... 0 0 0]
1113,1113,CHEMBL2147150,3.58,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OCC45CC6CC(CC(C6)C4)C5)nc23,1,1,[0 0 0 ... 0 0 0]
1574,1574,CHEMBL2332935,2.76,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,1,1,[0 1 0 ... 0 0 0]
691,691,CHEMBL396043,4.37,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(NC4CC4)sc13,1,1,[0 1 0 ... 0 0 0]
3432,3432,CHEMBL260200,1.53,CN(C)C(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1,1,1,[0 0 0 ... 0 0 0]
0,0,CHEMBL596271,3.54,Cn1c(CN2CCN(CC2)c3ccc(Cl)cc3)nc4ccccc14,1,1,[0 0 0 ... 0 0 0]
1582,1582,CHEMBL1209509,2.1,O=S(=O)(NCC(N1CCCCCC1)c2ccccc2)c3cccnc3,1,1,[0 1 1 ... 0 0 0]
1707,1707,CHEMBL1200600,2.65,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)C)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]4(C)C=CC(=O)C=C14,1,1,[0 0 0 ... 0 0 0]
1416,1416,CHEMBL1566034,1.21,O=C(N1CC(=O)Nc2ccccc12)c3occc3,1,1,[0 0 0 ... 0 0 0]
3548,3548,CHEMBL26456,1.1,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC4CCNCC4,1,1,[0 0 0 ... 0 0 0]
2021,2021,CHEMBL2312185,1.64,CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCNCC4)ncc2C#N,1,1,[0 0 0 ... 0 0 0]
3221,3221,CHEMBL2036743,1.5,OC(=O)Cc1ccc(cc1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cc2,1,1,[0 0 0 ... 0 0 0]
3591,3591,CHEMBL84597,3.97,CC(C)N1C(=O)N(C)C(=O)c2cn(Cc3cccc4ccccc34)cc12,1,1,[0 1 0 ... 0 0 0]
2003,2003,CHEMBL184011,3.17,COc1ccc(cc1)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C,1,1,[0 0 0 ... 0 0 0]
1993,1993,CHEMBL511,1.39,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,1,1,[0 0 0 ... 0 0 0]
2974,2974,CHEMBL1951898,2.86,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,1,[0 1 0 ... 0 0 0]
1131,1131,CHEMBL101473,2.0,CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1,1,1,[0 1 0 ... 0 0 0]
3961,3961,CHEMBL2062556,2.48,Nc1cc(nc2c(cnn12)C#N)c3ccccc3,1,1,[0 1 0 ... 0 0 0]
2304,2304,CHEMBL1683032,3.02,CCOc1cc2nnc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1N4CCN(C)CC4,1,1,[0 0 0 ... 0 0 0]
1247,1247,CHEMBL2086687,3.0,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OCC(F)(F)F,1,1,[0 0 0 ... 0 0 0]
3862,3862,CHEMBL412083,2.24,CCNC(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1,1,1,[0 0 0 ... 0 0 0]
2375,2375,CHEMBL1766082,3.1,CC(C)OC(=O)N1CC2COCC(C1)C2Oc3ncnc(Oc4cccnc4C)c3C,1,1,[0 1 0 ... 0 0 0]
2150,2150,CHEMBL2172005,1.85,COc1ccc(cc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,1,1,[0 0 1 ... 0 0 0]
3395,3395,CHEMBL2312487,1.81,CCOC(=O)C1=COc2ccccc2C1=O,1,1,[0 0 0 ... 0 0 0]
3547,3547,CHEMBL1950850,2.39,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(CCc3ccc(F)cc3)C2,1,1,[0 1 1 ... 0 0 0]
2261,2261,CHEMBL1442709,3.29,O=C1N(C(=Nc2c1cnn2c3ccccc3)c4occc4)c5ccccc5,1,1,[0 0 0 ... 0 0 0]
1731,1731,CHEMBL934,1.45,CC(C)(C(=O)c1cccnc1)c2cccnc2,1,1,[0 0 0 ... 0 0 0]
1159,1159,CHEMBL2207656,3.15,O[C@H](CNC(=O)C1=CNC(=O)c2c(F)cccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1,1,[0 1 0 ... 0 0 0]
2900,2900,CHEMBL172714,-0.28,Cc1oc2C=NN(B(O)c2c1)S(=O)(=O)c3ccc(C)cc3,1,1,[0 0 0 ... 0 0 0]
246,246,CHEMBL1213085,3.55,Cc1ccccc1N2C(=Nc3cccc(C)c3C2=O)Cn4nc(c5ccc(O)c(F)c5)c6c(N)ncnc46,1,1,[0 0 0 ... 0 0 0]
2120,2120,CHEMBL2068839,3.21,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,1,1,[0 0 0 ... 0 0 0]
3901,3901,CHEMBL1240967,1.91,CC(C)(Cc1cccc(CC(=O)NCc2cccc(c2)c3ccc(O)cc3)c1)NC[C@H](O)c4ccc(O)c(NS(=O)(=O)C)c4,1,1,[0 1 0 ... 0 0 0]
2685,2685,CHEMBL322722,2.41,Cc1ccc(CCCOCCS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)s1,1,1,[0 0 0 ... 0 0 0]
1671,1671,CHEMBL31,-0.82,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(=O)O,0,0,[0 0 0 ... 0 0 0]
929,929,CHEMBL1610495,3.1,CNC(=O)c1cc(C(=O)c2ccc(Cl)cc2)c(Br)[nH]1,1,1,[0 0 0 ... 0 0 0]
3974,3974,CHEMBL507700,1.75,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(CN3CCCCC3)cc2,1,1,[0 0 1 ... 0 0 0]
1461,1461,CHEMBL133996,-0.01,CC(C)NCCCOc1ccc(NC(=O)C)cc1CC=C,1,1,[0 1 0 ... 0 0 0]
3273,3273,CHEMBL2179290,3.38,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(Cl)cc4)c3)C2)C(=O)NC1=O,1,1,[0 0 0 ... 0 0 0]
1971,1971,CHEMBL2207669,2.56,O[C@H](CNC(=O)C1=CNC(=O)c2ccccc12)CN3CCC(CC3)Oc4ccc(C#N)c(Cl)c4,1,1,[0 1 0 ... 0 0 0]
365,365,CHEMBL2336320,2.82,COc1ccc(cc1C(=O)N)c2ccc3c(nc(nc3n2)N4CCOC[C@@H]4C)N5CCOC[C@@H]5C,1,1,[0 1 0 ... 0 0 0]
2296,2296,CHEMBL259084,2.58,OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1,1,1,[0 0 0 ... 0 0 0]
736,736,CHEMBL51,2.9,Fc1ccc(cc1)C(=O)C2CCN(CCN3C(=O)Nc4ccccc4C3=O)CC2,1,1,[0 0 0 ... 0 0 0]
26,26,CHEMBL1381135,1.9,COc1cnc(nc1N(C)C)c2ccccn2,1,1,[0 0 0 ... 0 0 0]
2884,2884,CHEMBL2086680,2.81,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccncc3C#N)cn2,1,1,[0 0 0 ... 0 0 0]
3356,3356,CHEMBL2346968,3.46,Fc1ccc(CN2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F)cc1,1,1,[0 0 0 ... 0 0 0]
1441,1441,CHEMBL2036757,3.57,Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1Cl,1,1,[0 0 0 ... 0 0 0]
4109,4109,CHEMBL182074,2.89,CS(=O)(=O)c1ccc(CC(=O)N(C2CC2)C3CCN(CCC(c4ccccc4)c5ccccc5)CC3)cc1,1,1,[0 1 0 ... 0 0 0]
680,680,CHEMBL2171991,1.99,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ccccc4,1,1,[0 0 1 ... 0 0 0]
3810,3810,CHEMBL1778870,1.18,CCNCc1cncc(n1)c2ccc(F)cc2OC,1,1,[0 0 0 ... 0 0 0]
1250,1250,CHEMBL1947156,2.32,O[C@@H](CNCCc1cccc(c1)c2cccc(CNCc3ccccc3)c2)c4ccc(O)c5NC(=O)Sc45,1,1,[0 1 0 ... 0 0 0]
3,3,CHEMBL234951,3.37,OC[C@H](O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,1,1,[0 1 0 ... 0 1 0]
2182,2182,CHEMBL211677,2.88,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3cc(C)nc4ccccc34,1,1,[0 0 0 ... 0 0 0]
837,837,CHEMBL2035034,1.7,NC1(CCC1)c2ccc(cc2)c3c(ncc4nccn34)c5ccccc5,1,1,[0 0 0 ... 0 0 0]
2403,2403,CHEMBL1180725,0.2,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc13)C(C)C,1,1,[0 1 0 ... 0 0 0]
292,292,CHEMBL1886726,1.73,CC1CN(C(=O)c2ccccc2)c3ccccc3NC1=O,1,1,[0 0 0 ... 0 0 0]
698,698,CHEMBL1917450,-0.83,Cc1c(c2c(NS(=O)(=O)C)cccc2n1CC(=O)O)S(=O)(=O)c3ccc(Cl)cc3,0,0,[0 0 0 ... 1 0 0]
1048,1048,CHEMBL2164746,0.39,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4ccc5OCC(=O)Nc5n4)[C@H](O)C3)c2c1,1,1,[0 0 0 ... 0 0 0]
4007,4007,CHEMBL1945298,1.86,O[C@@H](CNCCOc1cccc(CNCCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34,1,1,[0 1 0 ... 0 0 0]
3200,3200,CHEMBL224769,3.52,Cc1ccc(cc1S(=O)(=O)n2ccc(n2)c3c(C)nc4ccc(Br)cn34)[N+](=O)[O-],1,1,[0 0 0 ... 0 0 0]
2417,2417,CHEMBL255536,2.48,COc1ccc(CC(=O)NC(N\C(=N\C#N)\Nc2ccccc2C)C(C)(C)C)cc1OC,1,1,[0 1 0 ... 0 0 0]
4072,4072,CHEMBL428462,1.51,Clc1ccc(cc1)C2(CCNCC2)c3ccc(cc3)c4cn[nH]c4,1,1,[0 0 0 ... 0 0 0]
4146,4146,CHEMBL1951181,1.03,COc1cc(OC)c(cc1NC(=O)C)S(=O)(=O)NCc2ccccc2N3CCC(CO)CC3,1,1,[0 0 0 ... 0 0 0]
1667,1667,CHEMBL1917457,-1.41,CC(=O)Nc1cccc2c1c(Oc3ccc(Cl)cc3)c(C)n2CC(=O)O,0,0,[0 0 0 ... 0 0 0]
1963,1963,CHEMBL1428,3.8,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,1,1,[0 1 0 ... 0 0 0]
1249,1249,CHEMBL339670,1.26,OC(=O)c1c(C#N)c2ccccc2n1Cc3ccc(Cl)c(Cl)c3,1,1,[0 0 0 ... 0 0 0]
2274,2274,CHEMBL71044,1.9,CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,1,1,[0 0 0 ... 0 0 0]
3441,3441,CHEMBL119247,3.2,CCn1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,1,1,[0 0 0 ... 0 0 0]
1298,1298,CHEMBL515605,1.44,CNC1=Nc2ncccc2C(=NC1c3ccns3)c4occc4,1,1,[0 0 0 ... 0 0 0]
1868,1868,CHEMBL1916274,1.68,Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2c4ccccc4,1,1,[0 0 1 ... 0 0 0]
2387,2387,CHEMBL2031559,1.1,FC(F)(F)c1cc(C(=O)Nc2cccc(c2)c3nnn[nH]3)c4nc[nH]c4c1,1,1,[0 0 0 ... 0 0 0]
1443,1443,CHEMBL2030961,-0.05,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2F)n1,1,1,[0 1 0 ... 0 0 0]
2671,2671,CHEMBL1967560,2.75,CCN1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O,1,1,[0 0 0 ... 0 0 0]
603,603,CHEMBL2036594,2.8,COc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1,1,1,[0 0 0 ... 0 0 0]
3516,3516,CHEMBL1083637,3.29,CCc1nc2c(N)nc3ccccc3c2n1Cc4ccccc4,1,1,[0 0 0 ... 0 0 0]
1289,1289,CHEMBL2068760,0.44,CN1CCC[C@H]1c2ccccn2,1,1,[0 0 0 ... 0 0 0]
2502,2502,CHEMBL1944739,-1.0,CN(C)CCCNC(=O)c1nc(Cl)c(N)nc1N,0,0,[0 0 0 ... 0 0 0]
63,63,CHEMBL296572,3.8,COc1cccc(c1)c2c[nH]c(n2)c3ccccc3,1,1,[0 0 0 ... 0 0 0]
1579,1579,CHEMBL1075,3.1,CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN4CCOCC4)c2c1,1,1,[0 0 0 ... 0 0 0]
1883,1883,CHEMBL2030393,2.19,Brc1ccc2oc3C(=O)NC(=Nc3c2c1)[C@@H]4CCCN4,1,1,[0 0 0 ... 0 0 0]
990,990,CHEMBL1231206,3.6,C[C@@H]1CNc2c(sc3ccc4nc(ccc4c23)c5ccc(C)nc5)C(=O)N1,1,1,[0 1 0 ... 0 0 0]
1384,1384,CHEMBL1614709,2.9,CN1CCN(CC1)c2ccc(Nc3ncc(F)c(N[C@@H]4[C@@H]5C[C@@H](C=C5)[C@@H]4C(=O)N)n3)cc2C,1,1,[0 0 0 ... 0 0 0]
237,237,CHEMBL250540,2.43,COc1ccc2nc(N[C@H]3CCC[C@@H](C3)NCc4ccsc4)ccc2c1,1,1,[0 0 0 ... 0 0 0]
650,650,CHEMBL237888,2.0,CN1C(=O)C=C(CCc2ccccc2)N=C1N,1,1,[0 0 0 ... 0 0 0]
1967,1967,CHEMBL1440652,3.75,Cn1c(CN2CCN(CC2)c3cccc(Cl)c3)nc4ccccc14,1,1,[0 0 0 ... 0 0 0]
112,112,CHEMBL244213,2.49,OC(C(=O)c1ccc(F)cc1)c2ccc(F)cc2,1,1,[0 1 0 ... 0 0 0]
3024,3024,CHEMBL1288103,2.76,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(Cl)c(F)c4,1,1,[0 0 0 ... 0 0 0]
1348,1348,CHEMBL205133,1.94,Nc1c(cnn1c2ccc(F)cc2)C(=O)c3cccc(OC[C@H](O)CO)c3,1,1,[0 1 0 ... 0 0 0]
804,804,CHEMBL569720,1.92,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ncc(F)cn3,1,1,[0 1 0 ... 0 0 0]
1556,1556,CHEMBL477772,3.3,CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3,1,1,[0 0 0 ... 0 0 0]
577,577,CHEMBL288524,0.29,NC12CCC(CC1)(CC2)c3ccccc3,1,1,[0 0 0 ... 0 0 0]
1834,1834,CHEMBL1682949,3.56,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3cccs3)c4ccccc4,1,1,[0 1 0 ... 0 0 0]
126,126,CHEMBL42,3.08,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,1,1,[0 0 0 ... 0 0 0]
3331,3331,CHEMBL489340,2.95,CC1=C(C(=O)c2ccc(O)cc2O1)c3ccccc3,1,1,[0 0 0 ... 0 0 0]
3056,3056,CHEMBL1418939,3.1,COc1cnc(nc1Oc2ccc(F)cc2F)c3ccccn3,1,1,[0 0 0 ... 0 0 0]
3220,3220,CHEMBL399510,0.54,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,1,1,[0 0 0 ... 0 0 0]
3874,3874,CHEMBL471584,2.81,Nc1c(NC2CCCCC2)nc(nc1N3CCOCC3)C#N,1,1,[0 0 1 ... 0 0 0]
3962,3962,CHEMBL2177173,3.28,CN1CCN(CC1)S(=O)(=O)c2ccc(cc2)c3cnc(N)c(n3)C(=O)Nc4cnccc4CN5CCCC5,1,1,[0 0 0 ... 0 0 0]
851,851,CHEMBL1605684,3.2,CC(=O)C1=CN(Cc2ccccc2)C(=O)N(Cc3ccc(F)cc3)C1=O,1,1,[0 0 0 ... 0 0 0]
2742,2742,CHEMBL254361,1.0,Nc1ccccc1NC(=O)c2ccccn2,1,1,[0 0 0 ... 0 0 0]
2185,2185,CHEMBL1907830,2.4,O=C1Nc2ccc(cc2C1=O)S(=O)(=O)N3CCC[C@H]3CNc4ccccc4,1,1,[0 0 0 ... 0 0 0]
3057,3057,CHEMBL522892,3.45,CN1CCN(CC1)c2ccc3nc([nH]c3c2)C4=C(N)c5c(F)cccc5NC4=O,1,1,[0 0 0 ... 0 0 0]
3907,3907,CHEMBL1257599,4.0,CNc1ncnc2c(CNc3cc(NC(=O)c4ccc5OCCOc5c4)ccc3C)cccc12,1,1,[0 0 0 ... 0 0 0]
7,7,CHEMBL2030960,0.34,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2C)n1,1,1,[0 1 0 ... 0 0 0]
2550,2550,CHEMBL1306424,3.6,Cc1ccnc(NCc2ccc(Cl)cc2)c1,1,1,[0 0 0 ... 0 0 0]
854,854,CHEMBL2171027,0.66,OC(=O)CCCS(=O)(=O)c1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1,1,[0 0 0 ... 0 0 0]
2995,2995,CHEMBL1255978,2.8,CC1=C(C(=O)Oc2cc(O)ccc12)c3ccc(O)cc3,1,1,[0 0 0 ... 0 0 0]
2679,2679,CHEMBL327502,3.02,COc1ccc(cc1)N2Sc3ccccc3C2=O,1,1,[0 0 0 ... 0 0 0]
1395,1395,CHEMBL184243,2.46,COc1cccc(c1)C(=O)NCCCOc2cccc3ccc(N)nc23,1,1,[0 0 0 ... 0 0 0]
2977,2977,CHEMBL1363,0.42,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,1,1,[0 1 0 ... 0 0 0]
3949,3949,CHEMBL203059,3.7,O=C(Nc1cc(ccn1)c2ccnc(Nc3ccccc3)c2)C4CCOCC4,1,1,[0 0 0 ... 0 0 0]
3483,3483,CHEMBL570135,2.57,CC1=CC(=O)Nc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,1,1,[0 0 0 ... 0 0 0]
407,407,CHEMBL2208432,4.46,O[C@H](CNC(=O)N1C(=O)Nc2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1,1,[0 1 0 ... 0 0 0]
4173,4173,CHEMBL1940107,2.36,COc1cc2ncnc(Oc3cnn(CC(=O)Nc4ccc(cn4)N(C)C)c3)c2cc1OC,1,1,[0 0 0 ... 0 0 0]
2405,2405,CHEMBL1079486,2.0,CC1CC(NC(=O)C)c2ccccc2N1C(=O)c3ccccc3,1,1,[0 0 0 ... 0 0 0]
