,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,fp,cluster
3249,3249,CHEMBL1831214,2.43,NC(=O)Nc1cc(sc1C(=O)N)c2ccccc2,1,[0 0 0 ... 0 0 0],120
4031,4031,CHEMBL1831078,2.3,NC(=O)Nc1cc(sc1C(=O)N)c2ccsc2,1,[0 1 0 ... 0 0 0],120
25,25,CHEMBL1289785,3.93,Clc1ccc(N2CCN(CC2)C(=O)CCCc3ccncc3)c(Cl)c1,1,[0 0 0 ... 0 0 0],121
146,146,CHEMBL1290331,3.07,Clc1ccc(N2CCN(CC2)C(=O)COCc3cscn3)c(Cl)c1,1,[0 0 0 ... 0 0 0],121
633,633,CHEMBL1289114,2.55,Fc1cc(Cl)ccc1N2CCN(CC2)C(=O)COCc3ccncc3,1,[0 0 0 ... 0 0 0],121
1140,1140,CHEMBL1289682,4.23,Fc1ccc(C2CCN(CC2)C(=S)COCc3ccncc3)c(Cl)c1,1,[0 0 0 ... 0 0 0],121
1181,1181,CHEMBL1614705,1.79,OCC(=O)N1CCC(CC1)c2[nH]nc(c3ccc(Cl)cc3F)c2c4ccncn4,1,[0 0 0 ... 0 0 0],121
1776,1776,CHEMBL1289113,2.63,Fc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1,1,[0 0 0 ... 0 0 0],121
1996,1996,CHEMBL1289574,3.03,FC1(CCN(CC1)C(=O)COCc2ccncc2)c3ccc(Cl)cc3,1,[0 0 0 ... 0 0 0],121
2139,2139,CHEMBL1289233,3.38,Clc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1,1,[0 0 0 ... 0 0 0],121
2475,2475,CHEMBL1289349,2.74,Clc1ccc(cc1)C2CCN(CC2)C(=O)COCc3ccncc3,1,[0 0 0 ... 0 0 0],121
2579,2579,CHEMBL1090173,1.85,OCC(=O)N1CCC(CC1)c2n[nH]c(c3ccc(Cl)cc3)c2c4ccncn4,1,[0 0 0 ... 0 0 0],121
2675,2675,CHEMBL1290108,3.47,Clc1ccc(N2CCN(CC2)C(=O)COCc3ccccn3)c(Cl)c1,1,[0 0 0 ... 0 0 0],121
3062,3062,CHEMBL1289465,2.7,Fc1ccc(C2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1,1,[0 0 0 ... 0 0 0],121
3624,3624,CHEMBL1289466,2.63,Clc1ccc(C2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1,1,[0 0 0 ... 0 0 0],121
4070,4070,CHEMBL1289232,3.22,Cc1cc(Cl)ccc1N2CCN(CC2)C(=O)COCc3ccncc3,1,[0 0 0 ... 0 0 0],121
4165,4165,CHEMBL1289575,2.79,CC1(CCN(CC1)C(=O)COCc2ccncc2)c3ccc(Cl)cc3,1,[0 0 0 ... 0 0 0],121
370,370,CHEMBL514384,2.75,COCCS(=O)(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,1,[0 1 0 ... 0 0 0],122
434,434,CHEMBL1164652,3.58,CC(C)n1c(C)ncc1c2ccnc(Nc3ccccc3)n2,1,[0 1 0 ... 0 0 0],122
528,528,CHEMBL514690,2.88,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,1,[0 1 0 ... 0 0 0],122
663,663,CHEMBL519422,2.53,CCn1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NC)n2,1,[0 0 0 ... 0 0 0],122
706,706,CHEMBL1077458,2.91,CC(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,1,[0 0 0 ... 0 0 0],122
900,900,CHEMBL515839,2.82,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CC4CCCO4)n2,1,[0 1 0 ... 0 0 0],122
988,988,CHEMBL488084,2.39,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N)n2,1,[0 1 0 ... 0 0 0],122
1185,1185,CHEMBL453629,1.96,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)n2,1,[0 1 0 ... 0 0 0],122
1251,1251,CHEMBL457888,2.43,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN4CCOCC4)n2,1,[0 1 0 ... 0 0 0],122
1260,1260,CHEMBL477785,2.52,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)S(=O)(=O)CCN(C)C)n2,1,[0 1 0 ... 0 0 0],122
1358,1358,CHEMBL478828,3.43,COc1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,1,[0 1 0 ... 0 0 0],122
1444,1444,CHEMBL477568,2.39,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)C)n2,1,[0 1 0 ... 0 0 0],122
1518,1518,CHEMBL487067,2.09,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NCCO)n2,1,[0 1 0 ... 0 0 0],122
1565,1565,CHEMBL507142,2.77,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C4CC4)n3C(C)C)cc1,1,[0 1 0 ... 0 0 0],122
1793,1793,CHEMBL1078178,2.37,O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,1,[0 0 0 ... 0 0 0],122
1898,1898,CHEMBL515854,2.56,COCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,1,[0 1 0 ... 0 0 0],122
1964,1964,CHEMBL478241,3.31,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CN(C)C)n2,1,[0 1 0 ... 0 0 0],122
2068,2068,CHEMBL478407,3.62,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(F)cc3)n2,1,[0 1 0 ... 0 0 0],122
2154,2154,CHEMBL476518,3.51,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N(C)C)n2,1,[0 1 0 ... 0 0 0],122
2222,2222,CHEMBL515311,2.15,C[C@H](O)C(=O)N1CCN(CC1)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,1,[0 1 0 ... 0 0 0],122
2339,2339,CHEMBL444194,3.62,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C#N)n2,1,[0 1 0 ... 0 0 0],122
2490,2490,CHEMBL457887,1.32,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CCCN(C)C)n2,1,[0 1 0 ... 0 0 0],122
2762,2762,CHEMBL460087,1.22,CN[C@H]1CCN(C1)C(=O)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,1,[0 1 0 ... 0 0 0],122
2840,2840,CHEMBL477786,1.69,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CO)n2,1,[0 1 0 ... 0 0 0],122
2870,2870,CHEMBL485240,3.37,CCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,1,[0 1 0 ... 0 0 0],122
2874,2874,CHEMBL477567,2.57,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)S(=O)(=O)C)n2,1,[0 1 0 ... 0 0 0],122
2901,2901,CHEMBL455467,2.1,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N4CCN(C)CC4)n2,1,[0 1 0 ... 0 0 0],122
2927,2927,CHEMBL455428,2.95,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1F,1,[0 1 0 ... 0 0 0],122
3006,3006,CHEMBL488085,2.45,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N(C)C)n2,1,[0 1 0 ... 0 0 0],122
3010,3010,CHEMBL487066,3.06,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NC4CC4)n2,1,[0 1 0 ... 0 0 0],122
3237,3237,CHEMBL455427,2.8,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N)c(F)c3)n2,1,[0 1 0 ... 0 0 0],122
3720,3720,CHEMBL510436,2.74,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2,1,[0 1 0 ... 0 0 0],122
3839,3839,CHEMBL508129,2.69,CNC(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,1,[0 1 0 ... 0 0 0],122
3882,3882,CHEMBL455468,1.87,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NC4CCN(C)CC4)n2,1,[0 1 0 ... 0 0 0],122
2095,2095,CHEMBL315970,4.41,CC(C)CN1C(=O)N(C)C(=O)c2cn(Cc3cccc4ccccc34)cc12,1,[0 1 0 ... 0 0 0],124
2758,2758,CHEMBL401874,4.3,CC(C)CN1C(=O)N(C)C(=O)c2c1nn(Cc3cccc4ccccc34)c2c5ccncc5,1,[0 1 0 ... 0 0 0],124
3514,3514,CHEMBL467803,4.48,CN1C(=O)N(CC2CC2)c3nn(Cc4cn(C)c5ccc(Cl)cc45)c(c6cc(oc6C)S(=O)(=O)C)c3C1=O,1,[0 0 0 ... 0 0 0],124
3542,3542,CHEMBL85752,4.36,CC(C)CN1C(=O)N(C)C(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc12,1,[0 1 0 ... 0 0 0],124
3927,3927,CHEMBL2088120,4.1,CC(C)CN1C(=O)N(C)C(=O)c2c1nn(Cc3cccc4ccccc34)c2c5cncn5C,1,[0 1 0 ... 0 0 0],124
3257,3257,CHEMBL9967,-0.49,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1,0,[0 0 0 ... 0 0 0],125
105,105,CHEMBL2208436,3.09,O[C@@H](CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)COc3cccc(c3)C#N,1,[0 1 0 ... 0 0 0],126
134,134,CHEMBL645,0.1,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,1,[0 1 0 ... 0 0 0],126
225,225,CHEMBL1788268,1.56,CCCNC[C@@H](O)COc1ccccc1C(=O)CCc2ccccc2,1,[0 1 0 ... 0 0 0],126
258,258,CHEMBL322122,-0.15,CC(C)C(=O)NCCNCC(O)COc1ccc(O)cc1,1,[0 1 0 ... 0 0 0],126
383,383,CHEMBL173706,-0.35,CC(C)(C)NCC(O)COc1nsnc1N2CCOCC2,1,[0 1 0 ... 0 0 0],126
422,422,CHEMBL546,0.2,CC(C)NCC(O)COc1ccccc1OCC=C,1,[0 1 0 ... 0 0 0],126
785,785,CHEMBL500,-0.12,CC(C)NCC(O)COc1cccc2[nH]ccc12,1,[0 1 1 ... 0 0 0],126
868,868,CHEMBL631,1.72,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,1,[0 1 0 ... 0 0 0],126
882,882,CHEMBL452861,0.99,CC(C)NC[C@H](O)COc1cccc2ccccc12,1,[0 1 0 ... 0 0 0],126
1117,1117,CHEMBL2111158,-0.97,CC(C)NCC(O)COc1nccs1,0,[0 1 0 ... 0 0 0],126
1119,1119,CHEMBL266195,0.99,CC(C)NCC(O)COc1ccccc1CC=C,1,[0 1 0 ... 0 0 0],126
1381,1381,CHEMBL1197051,0.56,CC(COc1ccccc1)NC(C)C(O)c2ccc(O)cc2,1,[0 1 0 ... 0 0 0],126
1507,1507,CHEMBL49739,0.63,NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,1,[0 1 0 ... 0 0 0],126
1758,1758,CHEMBL980,0.24,COc1ccccc1OCC(O)CO,1,[0 1 0 ... 0 0 0],126
1804,1804,CHEMBL1623850,1.6,CC(=O)N1CCN(CC(O)COc2ccc(Br)cc2)CC1,1,[0 1 0 ... 0 0 0],126
2196,2196,CHEMBL1322675,1.69,CCCNC[C@H](O)COc1ccccc1C(=O)CCc2ccccc2,1,[0 1 0 ... 0 0 0],126
2485,2485,CHEMBL1201117,0.36,COc1ccccc1OCC(O)COC(=O)N,1,[0 1 0 ... 0 0 0],126
2541,2541,CHEMBL48190,1.54,COC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,1,[0 1 0 ... 0 0 0],126
2726,2726,CHEMBL423,0.63,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1,[0 1 0 ... 0 0 0],126
2770,2770,CHEMBL275742,1.13,CC(C)NC[C@@H](O)COc1cccc2ccccc12,1,[0 1 0 ... 0 0 0],126
2801,2801,CHEMBL499,-0.22,CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,1,[0 1 0 ... 0 0 0],126
3008,3008,CHEMBL49722,0.42,OCCNC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,1,[0 1 0 ... 0 0 0],126
3595,3595,CHEMBL723,3.27,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,1,[0 1 0 ... 0 0 0],126
3967,3967,CHEMBL642,-0.27,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,1,[0 1 0 ... 0 0 0],126
181,181,CHEMBL111955,1.77,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
206,206,CHEMBL109396,1.17,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)N)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
265,265,CHEMBL418822,3.05,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2cccnc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
328,328,CHEMBL273449,2.37,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccccc2)NC(=O)OCC(F)(F)F)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
412,412,CHEMBL14516,2.0,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)CN3CCOCC3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
426,426,CHEMBL10975,2.02,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
586,586,CHEMBL11428,2.87,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1C2CCCCC2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,1,[0 1 1 ... 0 0 0],127
595,595,CHEMBL11144,2.22,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccc(F)cc2)NC(=O)OCc3ccncc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
883,883,CHEMBL324343,1.14,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3ccccc3C(=O)O)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
909,909,CHEMBL11336,1.82,COC(=O)NC1=CN=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccc(F)cc2,1,[0 1 0 ... 0 0 0],127
1012,1012,CHEMBL113187,2.38,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3cc(C)nc(C)c3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1215,1215,CHEMBL66520,1.84,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC=O)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1374,1374,CHEMBL113905,1.91,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccccn3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1392,1392,CHEMBL428848,1.05,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccc(F)cc2)N)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1400,1400,CHEMBL324983,2.84,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3cccnc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1431,1431,CHEMBL303165,2.5,COc1ccc(cc1)S(=O)(=O)NC2=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C2=O)c3ccccc3,1,[0 1 0 ... 0 0 0],127
1483,1483,CHEMBL11098,2.47,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccc(F)cc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1594,1594,CHEMBL325870,2.37,CCNC1=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccccc2,1,[0 1 0 ... 0 0 0],127
1712,1712,CHEMBL424620,0.68,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3cccc(c3)C(=O)O)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1812,1812,CHEMBL11403,2.12,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccccc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1832,1832,CHEMBL304354,2.26,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3ccccc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1867,1867,CHEMBL275043,2.41,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccncc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1888,1888,CHEMBL113725,0.35,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3ccc(cc3)C(=O)O)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1934,1934,CHEMBL278222,2.16,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccncc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
1944,1944,CHEMBL323443,1.01,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C(F)(F)F)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
2028,2028,CHEMBL282694,2.57,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)NCc3ccccc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
2159,2159,CHEMBL325503,1.48,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccc[n+]([O-])c3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
2258,2258,CHEMBL13863,1.88,CC(C)C(NC(=O)CN1C(=O)c2nc(O)nc(O)c2C=C1c3ccccc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
2272,2272,CHEMBL11334,2.63,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1C(C)C)NC(=O)OCc2ccccc2)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
2299,2299,CHEMBL13923,1.74,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)N)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
2399,2399,CHEMBL275455,2.32,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)NC(=O)OCC(F)(F)F)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
2702,2702,CHEMBL325873,1.2,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2cccc(c2)C(=O)O)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
2771,2771,CHEMBL280916,0.84,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccc(cc3)C(=O)O)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
2914,2914,CHEMBL113014,2.15,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccccn3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
3049,3049,CHEMBL112880,2.26,COc1cc(OC)cc(c1)C2=CC=C(NC(=O)OCc3ccccc3)C(=O)N2CC(=O)NC(C(C)C)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
3105,3105,CHEMBL112924,1.13,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3cc[n+]([O-])cc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
3122,3122,CHEMBL418841,1.78,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)C)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
3250,3250,CHEMBL114868,2.43,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3cccc(NC(=O)C)c3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
3289,3289,CHEMBL11032,2.15,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccnc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
3543,3543,CHEMBL325713,0.96,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)CN3C(=O)CCC3=O)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
3570,3570,CHEMBL279250,1.79,CNS(=O)(=O)NC1=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccccc2,1,[0 1 0 ... 0 0 0],127
3630,3630,CHEMBL274567,1.86,CNC1=CN=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C1=O)c2ccc(F)cc2,1,[0 1 0 ... 0 0 0],127
4107,4107,CHEMBL262956,1.38,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cc(F)cc(F)c2)N)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
4176,4176,CHEMBL11084,0.68,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)N)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0],127
2036,2036,CHEMBL2158770,2.26,OC(=O)[C@H](Cc1cccc(c1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1,[0 1 0 ... 0 0 0],128
3703,3703,CHEMBL2158771,2.17,OC(=O)[C@H](Cc1ccc(cc1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1,[0 1 0 ... 0 0 0],128
17,17,CHEMBL190044,3.77,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(N(C)C)c2ccccc2,1,[0 0 0 ... 0 0 0],129
24,24,CHEMBL641,1.2,CNCC[C@@H](Oc1ccccc1C)c2ccccc2,1,[0 1 0 ... 0 0 0],129
35,35,CHEMBL1557436,3.62,CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12,1,[0 0 0 ... 0 0 0],129
40,40,CHEMBL168899,1.4,OB1N(C(=O)Nc2ccccc12)c3ccccc3,1,[0 0 0 ... 0 0 0],129
41,41,CHEMBL517,-0.54,CC(C)N(CCC(C(=O)N)(c1ccccc1)c2ccccn2)C(C)C,0,[0 1 0 ... 0 0 0],129
51,51,CHEMBL484901,-1.17,NC(Cc1c[nH]c2ccccc12)C(=O)O,0,[0 1 0 ... 0 0 0],129
59,59,CHEMBL1082812,1.71,O=C1NC(=NC(=C1C#N)c2ccccc2)SCCc3ccccc3,1,[0 0 0 ... 0 0 0],129
60,60,CHEMBL12980,1.19,OC(C(=O)OC1CN2CCC1CC2)(c3ccccc3)c4ccccc4,1,[0 0 0 ... 0 0 0],129
64,64,CHEMBL239513,2.87,O=C(COc1ccccc1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
68,68,CHEMBL1682820,3.0,O=C1CCOc2cc(COc3ccccc3)ccc12,1,[0 0 1 ... 0 0 0],129
129,129,CHEMBL1169388,1.89,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1,[0 1 0 ... 0 0 0],129
131,131,CHEMBL144960,3.33,O=C1C=COc2cc(OCc3ccccc3)ccc12,1,[0 0 0 ... 0 0 0],129
136,136,CHEMBL2178393,2.0,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,1,[0 0 0 ... 0 0 0],129
162,162,CHEMBL1332736,1.3,O=C(Oc1ccccc1)N2CCOCC2,1,[0 0 0 ... 0 0 0],129
176,176,CHEMBL1480987,2.31,CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,1,[0 1 0 ... 0 0 0],129
189,189,CHEMBL1987793,3.89,Cc1ccccc1c2c(C(=O)O)n(CCCOc3cccc4ccccc34)c5ccccc25,1,[0 0 0 ... 0 0 0],129
228,228,CHEMBL490512,3.77,O=C(CCc1ccccc1)c2ccccc2,1,[0 0 0 ... 0 0 0],129
240,240,CHEMBL237616,0.75,O=C(COc1ccccc1)N2CCOCC2,1,[0 0 0 ... 0 0 0],129
241,241,CHEMBL1607641,0.97,Cc1nnsc1C(=O)Nc2ccccc2,1,[0 0 0 ... 0 0 0],129
256,256,CHEMBL1682825,2.5,O=C1CCOc2nc(CCc3ccccc3)ccc12,1,[0 0 1 ... 0 0 0],129
271,271,CHEMBL1359777,3.46,Cc1cc(C(=O)CN2C=C(C=CC2=O)C(F)(F)F)c(C)n1Cc3ccccc3,1,[0 0 0 ... 0 0 0],129
276,276,CHEMBL59956,2.5,NC(=O)c1ccccc1OCc2ccccc2,1,[0 0 0 ... 0 0 0],129
278,278,CHEMBL1068,1.28,NC(=O)N1c2ccccc2CC(=O)c3ccccc13,1,[0 0 0 ... 0 0 0],129
313,313,CHEMBL1604571,-0.2,CCOC(=O)C(CCc1ccccc1)NC2CCc3ccccc3N(CC(=O)O)C2=O,1,[0 1 0 ... 0 0 0],129
326,326,CHEMBL1889452,2.11,CC1N(C(=O)c2ccccc2)c3ccccc3NC1=O,1,[0 0 0 ... 0 0 0],129
329,329,CHEMBL509,2.33,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,1,[0 0 0 ... 0 0 0],129
335,335,CHEMBL1684,1.78,NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F,1,[0 0 0 ... 0 0 0],129
336,336,CHEMBL193646,0.73,C(CNCc1ccccc1)NCc2ccccc2,1,[0 0 0 ... 0 0 0],129
337,337,CHEMBL153036,1.96,CNCC[C@@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1,[0 1 0 ... 0 0 0],129
364,364,CHEMBL1094250,3.48,C[C@@H](CNC(=O)c1c(O)c(O)cc2c(O)c(c(C)cc12)c3c(C)cc4c(C(=O)NC[C@H](C)c5ccccc5)c(O)c(O)cc4c3O)c6ccccc6,1,[0 1 0 ... 0 0 0],129
366,366,CHEMBL239767,3.9,Oc1cc(ccc1NC(=O)Nc2ccccc2Br)[N+](=O)[O-],1,[0 0 0 ... 0 0 0],129
372,372,CHEMBL686,1.89,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1,[0 0 0 ... 0 0 0],129
373,373,CHEMBL167226,2.3,CCCc1c(O)c(ccc1OCc2ccc(C(=O)O)c(Br)c2)C(=O)C,1,[0 0 0 ... 0 0 0],129
